page   num  type   width height color comp bpc  enc interp  object ID x-ppi y-ppi size ratio
 109   345 image     599    46  rgb     3   8  image  no      4795  0   115   115 3102B 3.8%
 109   346 image     100    19  rgb     3   8  image  no      4796  0   115   115  395B 6.9%
 109   347 image     100    19  rgb     3   8  image  no      4796  0   115   115  395B 6.9%
 109   348 image     103    20  rgb     3   8  image  no      4797  0   115   115  379B 6.1%
 109   349 image     103    20  rgb     3   8  image  no      4797  0   115   115  379B 6.1%
 109   350 image     109    27  rgb     3   8  image  no      4798  0   115   115  468B 5.3%
 109   351 image     109    27  rgb     3   8  image  no      4798  0   115   115  468B 5.3%
 109   352 image      96    24  rgb     3   8  image  no      4799  0   115   115  393B 5.7%
 109   353 image      96    24  rgb     3   8  image  no      4799  0   115   115  393B 5.7%
 113   354 image     425   136  rgb     3   8  image  no      4802  0   115   115 4795B 2.8%
 113   355 image     412   120  rgb     3   8  image  no      4803  0   115   115 4278B 2.9%
 114   356 image      41    34  rgb     3   8  image  no      4804  0   115   115  195B 4.7%
 114   357 image      41    34  rgb     3   8  image  no      4804  0   115   115  195B 4.7%
 114   358 image      48    37  rgb     3   8  image  no      4805  0   115   115  207B 3.9%
 114   359 image      48    37  rgb     3   8  image  no      4805  0   115   115  207B 3.9%
 114   360 image      49    33  rgb     3   8  image  no      4806  0   115   115  202B 4.2%
 114   361 image      49    33  rgb     3   8  image  no      4806  0   115   115  202B 4.2%
 114   362 image      46    40  rgb     3   8  image  no      4807  0   115   115  209B 3.8%
 114   363 image      46    40  rgb     3   8  image  no      4807  0   115   115  209B 3.8%
 115   364 image     539    18  rgb     3   8  image  no      4808  0   115   115 1618B 5.6%
 115   365 image     460    21  rgb     3   8  image  no      4809  0   115   115 1649B 5.7%
 117   366 image      29    20  rgb     3   8  image  no      4810  0   115   115  193B  11%
 117   367 image      29    20  rgb     3   8  image  no      4810  0   115   115  193B  11%
 117   368 image      28    21  rgb     3   8  image  no      4811  0   115   115  198B  11%
 117   369 image      28    21  rgb     3   8  image  no      4811  0   115   115  198B  11%
 118   370 image     359    19  rgb     3   8  image  no      4812  0   115   115 1141B 5.6%
 118   371 image     348    19  rgb     3   8  image  no      4813  0   115   115 1298B 6.5%
 120   372 image      33    21  rgb     3   8  image  no      4814  0   115   115  160B 7.7%
 120   373 image      33    21  rgb     3   8  image  no      4814  0   115   115  160B 7.7%
 120   374 image      37    23  rgb     3   8  image  no      4815  0   115   115  206B 8.1%
 121   375 image      37    23  rgb     3   8  image  no      4816  0   115   115  206B 8.1%
 121   376 image      29    19  rgb     3   8  image  no      4817  0   115   115  166B  10%
 121   377 image      29    19  rgb     3   8  image  no      4817  0   115   115  166B  10%
 121   378 image      37    23  rgb     3   8  image  no      4818  0   115   115  217B 8.5%
 121   379 image      37    23  rgb     3   8  image  no      4818  0   115   115  217B 8.5%
 123   380 image     539    34  rgb     3   8  image  no      4819  0   115   115 2217B 4.0%
 123   381 image     525    44  rgb     3   8  image  no      4820  0   115   115 2364B 3.4%
 125   382 image      70    21  rgb     3   8  image  no      4821  0   115   115  298B 6.8%
 125   383 image      73    21  rgb     3   8  image  no      4822  0   115   115  310B 6.7%
 125   384 image      72    20  rgb     3   8  image  no      4823  0   115   115  294B 6.8%
 126   385 image      71    20  rgb     3   8  image  no      4824  0   115   115  304B 7.1%
 126   386 image      78    19  rgb     3   8  image  no      4825  0   115   115  325B 7.3%
 126   387 image      77    22  rgb     3   8  image  no      4826  0   115   115  332B 6.5%
 126   388 image      79    18  rgb     3   8  image  no      4827  0   115   115  335B 7.9%
 126   389 image      87    22  rgb     3   8  image  no      4828  0   115   115  349B 6.1%
 126   390 image     454    52  rgb     3   8  image  no      4829  0   115   115 2055B 2.9%
 126   391 image     523    57  rgb     3   8  image  no      4830  0   115   115 2191B 2.4%
 126   392 image     140    21  rgb     3   8  image  no      4831  0   115   115  462B 5.2%
 126   393 image     140    21  rgb     3   8  image  no      4831  0   115   115  462B 5.2%
 126   394 image     222    25  rgb     3   8  image  no      4832  0   115   115  637B 3.8%
 126   395 image     222    25  rgb     3   8  image  no      4832  0   115   115  637B 3.8%
 126   396 image     117    28  rgb     3   8  image  no      4833  0   115   115  397B 4.0%
 126   397 image     117    28  rgb     3   8  image  no      4833  0   115   115  397B 4.0%
 126   398 image     149    27  rgb     3   8  image  no      4834  0   115   115  455B 3.8%
 126   399 image     149    27  rgb     3   8  image  no      4834  0   115   115  455B 3.8%
 126   400 image     128    30  rgb     3   8  image  no      4835  0   115   115  528B 4.6%
 126   401 image     128    30  rgb     3   8  image  no      4835  0   115   115  528B 4.6%
 127   402 image     141    39  rgb     3   8  image  no      4836  0   115   115  590B 3.6%
 127   403 image     141    39  rgb     3   8  image  no      4836  0   115   115  590B 3.6%
 127   404 image     141    38  rgb     3   8  image  no      4837  0   115   115  596B 3.7%
 127   405 image     141    38  rgb     3   8  image  no      4837  0   115   115  596B 3.7%
 127   406 image     160    31  rgb     3   8  image  no      4838  0   115   115  660B 4.4%
 127   407 image     160    31  rgb     3   8  image  no      4838  0   115   115  660B 4.4%
 127   408 image     158    38  rgb     3   8  image  no      4839  0   115   115  669B 3.7%
 127   409 image     158    38  rgb     3   8  image  no      4839  0   115   115  669B 3.7%
 127   410 image     224    42  rgb     3   8  image  no      4840  0   115   115 1036B 3.7%
 127   411 image     243    35  rgb     3   8  image  no      4841  0   115   115 1156B 4.5%
 127   412 image      37    32  rgb     3   8  image  no      4842  0   115   115  233B 6.6%
 127   413 image      37    32  rgb     3   8  image  no      4842  0   115   115  233B 6.6%
 127   414 image      37    36  rgb     3   8  image  no      4843  0   115   115  242B 6.1%
 127   415 image      37    36  rgb     3   8  image  no      4843  0   115   115  242B 6.1%
 127   416 image      39    21  rgb     3   8  image  no      4844  0   115   115  183B 7.4%
 128   417 image      39    21  rgb     3   8  image  no      4845  0   115   115  183B 7.4%
 128   418 image     643    51  rgb     3   8  image  no      4846  0   115   115 2790B 2.8%
 128   419 image     672    52  rgb     3   8  image  no      4847  0   115   115 2690B 2.6%
 128   420 image     387    39  rgb     3   8  image  no      4848  0   115   115 1278B 2.8%
 128   421 image     400    37  rgb     3   8  image  no      4849  0   115   115 1486B 3.3%
 128   422 image     116    42  rgb     3   8  image  no      4850  0   115   115  493B 3.4%
 128   423 image     116    42  rgb     3   8  image  no      4850  0   115   115  493B 3.4%
 128   424 image     165    41  rgb     3   8  image  no      4851  0   115   115  596B 2.9%
 128   425 image     165    41  rgb     3   8  image  no      4851  0   115   115  596B 2.9%
 129   426 image     194    41  rgb     3   8  image  no      4852  0   115   115  625B 2.6%
 129   427 image     194    41  rgb     3   8  image  no      4852  0   115   115  625B 2.6%
 129   428 image     144    38  rgb     3   8  image  no      4853  0   115   115  542B 3.3%
 129   429 image     144    38  rgb     3   8  image  no      4853  0   115   115  542B 3.3%
 129   430 image     531    29  rgb     3   8  image  no      4854  0   115   115 9.90K  22%
 129   431 image     536    30  rgb     3   8  image  no      4855  0   115   115 9404B  19%
 130   432 image     392    32  rgb     3   8  image  no      4856  0   115   115 8319B  22%
 130   433 image     399    27  rgb     3   8  image  no      4857  0   115   115 7944B  25%
 130   434 image     120    26  rgb     3   8  image  no      4858  0   115   115  349B 3.7%
 130   435 image     120    26  rgb     3   8  image  no      4858  0   115   115  349B 3.7%
 130   436 image     118    28  rgb     3   8  image  no      4859  0   115   115  347B 3.5%
 130   437 image     118    28  rgb     3   8  image  no      4859  0   115   115  347B 3.5%
 130   438 image     120    27  rgb     3   8  image  no      4860  0   115   115  349B 3.6%
 130   439 image     120    27  rgb     3   8  image  no      4860  0   115   115  349B 3.6%
 130   440 image     122    28  rgb     3   8  image  no      4861  0   115   115  355B 3.5%
 130   441 image     122    28  rgb     3   8  image  no      4861  0   115   115  355B 3.5%
 131   442 image     290    54  rgb     3   8  image  no      4862  0   115   115 1283B 2.7%
 131   443 image     262    59  rgb     3   8  image  no      4863  0   115   115 1307B 2.8%
 131   444 image     285    37  rgb     3   8  image  no      4864  0   115   115 1168B 3.7%
 131   445 image     296    35  rgb     3   8  image  no      4865  0   115   115 1199B 3.9%
 131   446 image      12    33  rgb     3   8  image  no      4866  0   115   115   95B 8.0%
 132   447 image      12    33  rgb     3   8  image  no      4867  0   115   115   95B 8.0%
 132   448 image      59    21  rgb     3   8  image  no      4868  0   115   115  291B 7.8%
 132   449 image      59    21  rgb     3   8  image  no      4868  0   115   115  291B 7.8%
 132   450 image      55    21  rgb     3   8  image  no      4869  0   115   115  278B 8.0%
 132   451 image      55    21  rgb     3   8  image  no      4869  0   115   115  278B 8.0%
 132   452 image      97    28  rgb     3   8  image  no      4870  0   115   115  429B 5.3%
 132   453 image      97    28  rgb     3   8  image  no      4870  0   115   115  429B 5.3%
 132   454 image      57    46  rgb     3   8  image  no      4871  0   115   115  438B 5.6%
 132   455 image      57    46  rgb     3   8  image  no      4871  0   115   115  438B 5.6%
 133   456 image      90    37  rgb     3   8  image  no      4872  0   115   115  495B 5.0%
 133   457 image      90    37  rgb     3   8  image  no      4872  0   115   115  495B 5.0%
 133   458 image      94    40  rgb     3   8  image  no      4873  0   115   115  487B 4.3%
 133   459 image      94    40  rgb     3   8  image  no      4873  0   115   115  487B 4.3%
 133   460 image      42    44  rgb     3   8  image  no      4874  0   115   115  287B 5.2%
 133   461 image      42    44  rgb     3   8  image  no      4874  0   115   115  287B 5.2%
 133   462 image     156    43  rgb     3   8  image  no      4875  0   115   115  664B 3.3%
 133   463 image     156    43  rgb     3   8  image  no      4875  0   115   115  664B 3.3%
 133   464 image     161    47  rgb     3   8  image  no      4876  0   115   115  669B 2.9%
 133   465 image     161    47  rgb     3   8  image  no      4876  0   115   115  669B 2.9%
 133   466 image     162    44  rgb     3   8  image  no      4877  0   115   115  676B 3.2%
 133   467 image     162    44  rgb     3   8  image  no      4877  0   115   115  676B 3.2%
 133   468 image      91    39  rgb     3   8  image  no      4878  0   115   115  385B 3.6%
 134   469 image      91    39  rgb     3   8  image  no      4879  0   115   115  385B 3.6%
 134   470 image     565    43  rgb     3   8  image  no      4880  0   115   115 3031B 4.2%
 134   471 image     602    49  rgb     3   8  image  no      4881  0   115   115 3550B 4.0%
 134   472 image     146    25  rgb     3   8  image  no      4882  0   115   115  425B 3.9%
 134   473 image     146    25  rgb     3   8  image  no      4882  0   115   115  425B 3.9%
 134   474 image     146    31  rgb     3   8  image  no      4883  0   115   115  467B 3.4%
 134   475 image     146    31  rgb     3   8  image  no      4883  0   115   115  467B 3.4%
 134   476 image     140    32  rgb     3   8  image  no      4884  0   115   115  406B 3.0%
 134   477 image     140    32  rgb     3   8  image  no      4884  0   115   115  406B 3.0%
 134   478 image     135    33  rgb     3   8  image  no      4885  0   115   115  388B 2.9%
 134   479 image     135    33  rgb     3   8  image  no      4885  0   115   115  388B 2.9%
 134   480 image     532    24  rgb     3   8  image  no      4886  0   115   115 1440B 3.8%
 134   481 image     558    24  rgb     3   8  image  no      4887  0   115   115 1550B 3.9%
 134   482 image      16    21  rgb     3   8  image  no      4888  0   115   115  103B  10%
 134   483 image      16    21  rgb     3   8  image  no      4888  0   115   115  103B  10%
 135   484 image      16    39  rgb     3   8  image  no      4889  0   115   115  114B 6.1%
 135   485 image      16    39  rgb     3   8  image  no      4889  0   115   115  114B 6.1%
 135   486 image     342    27  rgb     3   8  image  no      4890  0   115   115 1071B 3.9%
 135   487 image     389    28  rgb     3   8  image  no      4891  0   115   115 1239B 3.8%
 135   488 image     403    27  rgb     3   8  image  no      4892  0   115   115 1101B 3.4%
 135   489 image     398    27  rgb     3   8  image  no      4893  0   115   115 1181B 3.7%
 135   490 image     172    25  rgb     3   8  image  no      4894  0   115   115  509B 3.9%
 135   491 image     172    22  rgb     3   8  image  no      4895  0   115   115  512B 4.5%
 135   492 image     167    19  rgb     3   8  image  no      4896  0   115   115  482B 5.1%
 135   493 image     172    18  rgb     3   8  image  no      4897  0   115   115  496B 5.3%
 136   494 image     172    20  rgb     3   8  image  no      4898  0   115   115  475B 4.6%
 136   495 image     166    20  rgb     3   8  image  no      4899  0   115   115  482B 4.8%
 136   496 image     168    22  rgb     3   8  image  no      4900  0   115   115  463B 4.2%
 136   497 image     166    25  rgb     3   8  image  no      4901  0   115   115  479B 3.8%
 136   498 image     340    26  rgb     3   8  image  no      4902  0   115   115  955B 3.6%
 136   499 image     382    25  rgb     3   8  image  no      4903  0   115   115 1337B 4.7%
 136   500 image      61    24  rgb     3   8  image  no      4904  0   115   115  225B 5.1%
 136   501 image      61    24  rgb     3   8  image  no      4904  0   115   115  225B 5.1%
 136   502 image      55    21  rgb     3   8  image  no      4905  0   115   115  211B 6.1%
 136   503 image      55    21  rgb     3   8  image  no      4905  0   115   115  211B 6.1%
 136   504 image      64    25  rgb     3   8  image  no      4906  0   115   115  244B 5.1%
 136   505 image      64    25  rgb     3   8  image  no      4906  0   115   115  244B 5.1%
 136   506 image      63    24  rgb     3   8  image  no      4907  0   115   115  249B 5.5%
 136   507 image      63    24  rgb     3   8  image  no      4907  0   115   115  249B 5.5%
 136   508 image     317    28  rgb     3   8  image  no      4908  0   115   115  973B 3.7%
 136   509 image     295    34  rgb     3   8  image  no      4909  0   115   115 1046B 3.5%
 137   510 image      17    22  rgb     3   8  image  no      4910  0   115   115   93B 8.3%
 137   511 image      17    22  rgb     3   8  image  no      4910  0   115   115   93B 8.3%
 137   512 image     667    49  rgb     3   8  image  no      4911  0   115   115 16.7K  17%
 137   513 image     666    57  rgb     3   8  image  no      4912  0   115   115 15.2K  14%
 137   514 image     354    26  rgb     3   8  image  no      4913  0   115   115 1094B 4.0%
 137   515 image     348    29  rgb     3   8  image  no      4914  0   115   115 1216B 4.0%
 137   516 image      87    26  rgb     3   8  image  no      4915  0   115   115  319B 4.7%
 137   517 image      87    26  rgb     3   8  image  no      4915  0   115   115  319B 4.7%
 137   518 image      84    21  rgb     3   8  image  no      4916  0   115   115  327B 6.2%
 138   519 image      84    21  rgb     3   8  image  no      4917  0   115   115  327B 6.2%
 138   520 image      65    26  rgb     3   8  image  no      4918  0   115   115  277B 5.5%
 138   521 image      65    26  rgb     3   8  image  no      4918  0   115   115  277B 5.5%
 138   522 image      61    26  rgb     3   8  image  no      4919  0   115   115  240B 5.0%
 138   523 image      61    26  rgb     3   8  image  no      4919  0   115   115  240B 5.0%
 138   524 image     326    46  rgb     3   8  image  no      4920  0   115   115 8232B  18%
 138   525 image     334    49  rgb     3   8  image  no      4921  0   115   115 8410B  17%
 138   526 image      33    36  rgb     3   8  image  no      4922  0   115   115  182B 5.1%
 138   527 image      33    36  rgb     3   8  image  no      4922  0   115   115  182B 5.1%
 138   528 image      29    38  rgb     3   8  image  no      4923  0   115   115  175B 5.3%
 138   529 image      29    38  rgb     3   8  image  no      4923  0   115   115  175B 5.3%
 138   530 image      32    36  rgb     3   8  image  no      4924  0   115   115  205B 5.9%
 138   531 image      32    36  rgb     3   8  image  no      4924  0   115   115  205B 5.9%
 138   532 image      34    36  rgb     3   8  image  no      4925  0   115   115  223B 6.1%
 138   533 image      34    36  rgb     3   8  image  no      4925  0   115   115  223B 6.1%
 164   534 image     341    97  rgb     3   8  image  no      4928  0   115   115 7611B 7.7%
 164   535 image     341    97  rgb     3   8  image  no      4928  0   115   115 7611B 7.7%
 165   536 image     107   119  rgb     3   8  image  no      4929  0   115   115 1749B 4.6%
 165   537 image     107   119  rgb     3   8  image  no      4929  0   115   115 1749B 4.6%
 165   538 image      96    84  rgb     3   8  image  no      4930  0   115   115  597B 2.5%
 165   539 image      96    84  rgb     3   8  image  no      4930  0   115   115  597B 2.5%
 167   540 image     753    41  rgb     3   8  image  no      4931  0   115   115 5737B 6.2%
 168   541 image     218    90  rgb     3   8  image  no      4932  0   115   115  508B 0.9%
 168   542 image     218    90  rgb     3   8  image  no      4932  0   115   115  508B 0.9%
 168   543 image     690    65  rgb     3   8  image  no      4933  0   115   115 4458B 3.3%
 169   544 image     717    67  rgb     3   8  image  no      4934  0   115   115 5021B 3.5%
 169   545 image     665    29  rgb     3   8  image  no      4935  0   115   115 2765B 4.8%
 169   546 image     714    51  rgb     3   8  image  no      4936  0   115   115 4291B 3.9%
 170   547 image     641    58  rgb     3   8  image  no      4937  0   115   115 4179B 3.7%
 171   548 image     311    69  rgb     3   8  image  no      4938  0   115   115 1698B 2.6%
 171   549 image     326    75  rgb     3   8  image  no      4939  0   115   115 1580B 2.2%
 172   550 image     243   184  rgb     3   8  image  no      4940  0   115   115 2736B 2.0%
 172   551 image     301   194  rgb     3   8  image  no      4941  0   115   115 3080B 1.8%
 172   552 image      17    36  rgb     3   8  jpeg   no      4942  0   115   115  840B  46%
 172   553 image      17    36  rgb     3   8  jpeg   no      4942  0   115   115  840B  46%
 172   554 image      19    37  rgb     3   8  jpeg   no      4943  0   115   115  787B  37%
 172   555 image      19    37  rgb     3   8  jpeg   no      4943  0   115   115  787B  37%
 172   556 image      15    37  rgb     3   8  jpeg   no      4944  0   115   115  829B  50%
 173   557 image      15    37  rgb     3   8  jpeg   no      4945  0   115   115  829B  50%
 173   558 image      14    37  rgb     3   8  jpeg   no      4946  0   115   115  767B  49%
 173   559 image      14    37  rgb     3   8  jpeg   no      4946  0   115   115  767B  49%
 173   560 image     797    49  rgb     3   8  image  no      4947  0   115   115 3728B 3.2%
 173   561 image     757    55  rgb     3   8  image  no      4948  0   115   115 3298B 2.6%
 179   562 image     638   466  rgb     3   8  jpeg   no      4952  0   957   959 18.4K 2.1%
 179   563 image       1     1  rgb     3   8  image  no      4953  0   144   144   11B 367%
 179   564 smask       1     1  gray    1   8  image  no      4953  0   144   144    9B 900%
 179   565 image       1     1  rgb     3   8  image  no      4953  0   144   144   11B 367%
 179   566 smask       1     1  gray    1   8  image  no      4953  0   144   144    9B 900%
 179   567 image       1     1  rgb     3   8  image  no      4953  0   144   144   11B 367%
 179   568 smask       1     1  gray    1   8  image  no      4953  0   144   144    9B 900%
 179   569 image       1     1  rgb     3   8  image  no      4953  0   144   144   11B 367%
 179   570 smask       1     1  gray    1   8  image  no      4953  0   144   144    9B 900%
 179   571 image       1     1  rgb     3   8  image  no      4953  0   144   144   11B 367%
 179   572 smask       1     1  gray    1   8  image  no      4953  0   144   144    9B 900%
 189   573 image      22    34  rgb     3   8  image  no      4960  0   144   144  170B 7.6%
 189   574 image      22    34  rgb     3   8  image  no      4960  0   144   144  170B 7.6%
 189   575 image      21    36  rgb     3   8  image  no      4961  0   144   144  178B 7.8%
 189   576 image      21    36  rgb     3   8  image  no      4961  0   144   144  178B 7.8%
 189   577 image      16    31  rgb     3   8  image  no      4962  0   144   144  128B 8.6%
 189   578 image      16    31  rgb     3   8  image  no      4962  0   144   144  128B 8.6%
 189   579 image      22    35  rgb     3   8  image  no      4963  0   144   144  165B 7.1%
 189   580 image      22    35  rgb     3   8  image  no      4963  0   144   144  165B 7.1%
 189   581 image      16    22  rgb     3   8  image  no      4964  0   144   144   93B 8.8%
 189   582 image      16    22  rgb     3   8  image  no      4964  0   144   144   93B 8.8%
 189   583 image      23    21  rgb     3   8  image  no      4965  0   144   144  140B 9.7%
 189   584 image      23    21  rgb     3   8  image  no      4965  0   144   144  140B 9.7%
 189   585 image      30    20  rgb     3   8  image  no      4966  0   144   144  178B 9.9%
 189   586 image      30    20  rgb     3   8  image  no      4966  0   144   144  178B 9.9%
 189   587 image      28    21  rgb     3   8  image  no      4967  0   144   144  172B 9.8%
 189   588 image      28    21  rgb     3   8  image  no      4967  0   144   144  172B 9.8%
 189   589 image      86    22  rgb     3   8  image  no      4968  0   144   144  401B 7.1%
 189   590 image      86    22  rgb     3   8  image  no      4968  0   144   144  401B 7.1%
 190   591 image      85    25  rgb     3   8  image  no      4969  0   144   144  396B 6.2%
 190   592 image      85    25  rgb     3   8  image  no      4969  0   144   144  396B 6.2%
 190   593 image      93    22  rgb     3   8  image  no      4970  0   144   144  419B 6.8%
 190   594 image      93    22  rgb     3   8  image  no      4970  0   144   144  419B 6.8%
 190   595 image      96    26  rgb     3   8  image  no      4971  0   144   144  422B 5.6%
 190   596 image      96    26  rgb     3   8  image  no      4971  0   144   144  422B 5.6%
 191   597 image      68    39  rgb     3   8  image  no      4972  0   144   144  412B 5.2%
 191   598 image      68    39  rgb     3   8  image  no      4972  0   144   144  412B 5.2%
 191   599 image      74    40  rgb     3   8  image  no      4973  0   144   144  449B 5.1%
 191   600 image      74    40  rgb     3   8  image  no      4973  0   144   144  449B 5.1%
 191   601 image      73    43  rgb     3   8  image  no      4974  0   144   144  451B 4.8%
 191   602 image      73    43  rgb     3   8  image  no      4974  0   144   144  451B 4.8%
 191   603 image      70    40  rgb     3   8  image  no      4975  0   144   144  447B 5.3%
 191   604 image      70    40  rgb     3   8  image  no      4975  0   144   144  447B 5.3%
 192   605 image      38    23  rgb     3   8  image  no      4976  0   144   144  228B 8.7%
 192   606 image      38    23  rgb     3   8  image  no      4976  0   144   144  228B 8.7%
 193   607 image      33    21  rgb     3   8  image  no      4979  0   144   144  213B  10%
 193   608 image      33    21  rgb     3   8  image  no      4979  0   144   144  213B  10%
 193   609 image      36    22  rgb     3   8  image  no      4980  0   144   144  212B 8.9%
 193   610 image      36    22  rgb     3   8  image  no      4980  0   144   144  212B 8.9%
 193   611 image      26    17  rgb     3   8  image  no      4981  0   144   144  173B  13%
 193   612 image      26    17  rgb     3   8  image  no      4981  0   144   144  173B  13%
 196   613 image      92    19  rgb     3   8  image  no      4982  0   144   144  345B 6.6%
 196   614 image      92    19  rgb     3   8  image  no      4982  0   144   144  345B 6.6%
 196   615 image      90    24  rgb     3   8  image  no      4983  0   144   144  352B 5.4%
 196   616 image      90    24  rgb     3   8  image  no      4983  0   144   144  352B 5.4%
 196   617 image      91    21  rgb     3   8  image  no      4984  0   144   144  347B 6.1%
 196   618 image      91    21  rgb     3   8  image  no      4984  0   144   144  347B 6.1%
 196   619 image      90    27  rgb     3   8  image  no      4985  0   144   144  353B 4.8%
 196   620 image      90    27  rgb     3   8  image  no      4985  0   144   144  353B 4.8%
 197   621 image     129    41  rgb     3   8  image  no      4986  0   144   144  612B 3.9%
 197   622 image     121    39  rgb     3   8  image  no      4987  0   144   144  614B 4.3%
 198   623 image     285    19  rgb     3   8  image  no      4988  0   144   144  965B 5.9%
 199   624 image     293    20  rgb     3   8  image  no      4989  0   144   144 1026B 5.8%
 199   625 image     617    27  rgb     3   8  image  no      4990  0   144   144 1770B 3.5%
 199   626 image     543    27  rgb     3   8  image  no      4991  0   144   144 1836B 4.2%
 200   627 image     475    30  rgb     3   8  image  no      4992  0   144   144 1656B 3.9%
 200   628 image     482    31  rgb     3   8  image  no      4993  0   144   144 1895B 4.2%
 205   629 image     337    20  rgb     3   8  image  no      4994  0   144   144 1149B 5.7%
 205   630 image     276    24  rgb     3   8  image  no      4995  0   144   144 1076B 5.4%
 205   631 image     251    18  rgb     3   8  image  no      4996  0   144   144  939B 6.9%
 205   632 image     244    24  rgb     3   8  image  no      4997  0   144   144 1006B 5.7%
 205   633 image     299    19  rgb     3   8  image  no      4998  0   144   144 1087B 6.4%
 205   634 image     294    22  rgb     3   8  image  no      4999  0   144   144 1117B 5.8%
 210   635 image     530    83  rgb     3   8  image  no      5000  0   144   144 5641B 4.3%
 210   636 image     500   146  rgb     3   8  image  no      5001  0   144   144 6185B 2.8%
 212   637 image     272    17  rgb     3   8  image  no      5002  0   144   144  993B 7.2%
 212   638 image     258    23  rgb     3   8  image  no      5003  0   144   144 1066B 6.0%
 217   639 image     463    25  rgb     3   8  jpeg   no      5004  0   144   144 5695B  16%
 229   640 image     127    27  rgb     3   8  image  no      5005  0   144   144  915B 8.9%
 229   641 image     127    27  rgb     3   8  image  no      5005  0   144   144  915B 8.9%
 229   642 image      96    22  rgb     3   8  image  no      5006  0   144   144  671B  11%
 229   643 image      96    22  rgb     3   8  image  no      5006  0   144   144  671B  11%
 233   644 image     573    41  rgb     3   8  image  no      5007  0   144   144 2685B 3.8%
 235   645 image     391    41  rgb     3   8  image  no      5008  0   144   144 2100B 4.4%
 235   646 image     391    41  rgb     3   8  image  no      5008  0   144   144 2100B 4.4%
 235   647 image      49    14  rgb     3   8  image  no      5009  0   144   144  230B  11%
 235   648 image      49    14  rgb     3   8  image  no      5009  0   144   144  230B  11%
 235   649 image      51    14  rgb     3   8  image  no      5010  0   144   144  256B  12%
 235   650 image      51    14  rgb     3   8  image  no      5010  0   144   144  256B  12%
 235   651 image      45    15  rgb     3   8  image  no      5011  0   144   144  234B  12%
 235   652 image      45    15  rgb     3   8  image  no      5011  0   144   144  234B  12%
 235   653 image      43    13  rgb     3   8  image  no      5012  0   144   144  229B  14%
 235   654 image      43    13  rgb     3   8  image  no      5012  0   144   144  229B  14%
 236   655 image     148   148  rgb     3   8  image  no      5015  0   144   144 6384B 9.7%
 236   656 image     148   148  rgb     3   8  image  no      5015  0   144   144 6384B 9.7%
 236   657 image     106    91  rgb     3   8  image  no      5016  0   144   144 1143B 3.9%
 236   658 image     106    91  rgb     3   8  image  no      5016  0   144   144 1143B 3.9%
 237   659 image     106    60  rgb     3   8  image  no      5017  0   144   144  550B 2.9%
 237   660 image     106    60  rgb     3   8  image  no      5017  0   144   144  550B 2.9%
 239   661 image      20    19  rgb     3   8  image  no      5018  0   144   144  190B  17%
 239   662 image      23    20  rgb     3   8  image  no      5019  0   144   144  202B  15%
 239   663 image      21    17  rgb     3   8  image  no      5020  0   144   144  151B  14%
 239   664 image      19    16  rgb     3   8  image  no      5021  0   144   144  195B  21%
 239   665 image     704    53  rgb     3   8  image  no      5022  0   144   144 4493B 4.0%
 239   666 image     717    54  rgb     3   8  image  no      5023  0   144   144 4347B 3.7%
 240   667 image     489    26  rgb     3   8  image  no      5024  0   144   144 2366B 6.2%
 240   668 image     133   127  rgb     3   8  image  no      5025  0   144   144 3209B 6.3%
 240   669 image     507    27  rgb     3   8  image  no      5026  0   144   144 2374B 5.8%
 240   670 image     133   127  rgb     3   8  image  no      5025  0   144   144 3209B 6.3%
 242   671 image     342    48  rgb     3   8  image  no      5027  0   144   144 1925B 3.9%
 242   672 image     350    54  rgb     3   8  image  no      5028  0   144   144 1798B 3.2%
 242   673 image     243   180  rgb     3   8  image  no      5029  0   144   144 2802B 2.1%
 242   674 image     302   184  rgb     3   8  image  no      5030  0   144   144 3138B 1.9%
 242   675 image      27    36  rgb     3   8  jpeg   no      5031  0   144   144  825B  28%
 243   676 image      27    36  rgb     3   8  jpeg   no      5032  0   144   144  825B  28%
 243   677 image      31    40  rgb     3   8  jpeg   no      5033  0   144   144  905B  24%
 243   678 image      31    40  rgb     3   8  jpeg   no      5033  0   144   144  905B  24%
 243   679 image      22    42  rgb     3   8  jpeg   no      5034  0   144   144  658B  24%
 243   680 image      22    42  rgb     3   8  jpeg   no      5034  0   144   144  658B  24%
 243   681 image      22    39  rgb     3   8  jpeg   no      5035  0   144   144  966B  38%
 243   682 image      22    39  rgb     3   8  jpeg   no      5035  0   144   144  966B  38%
 243   683 image     240   115  rgb     3   8  image  no      5036  0   144   144 2274B 2.7%
 243   684 image     305   147  rgb     3   8  image  no      5037  0   144   144 2590B 1.9%
 243   685 image      25    38  rgb     3   8  jpeg   no      5038  0   144   144  748B  26%
 243   686 image      25    38  rgb     3   8  jpeg   no      5038  0   144   144  748B  26%
 243   687 image      25    38  rgb     3   8  jpeg   no      5039  0   144   144  738B  26%
 243   688 image      25    38  rgb     3   8  jpeg   no      5039  0   144   144  738B  26%
 243   689 image      23    39  rgb     3   8  jpeg   no      5040  0   144   144  722B  27%
 243   690 image      23    39  rgb     3   8  jpeg   no      5040  0   144   144  722B  27%
 243   691 image      23    39  rgb     3   8  jpeg   no      5041  0   144   144  749B  28%
 243   692 image      23    39  rgb     3   8  jpeg   no      5041  0   144   144  749B  28%
